MMSI,Suspicious
304936000,0
304948000,0
304957000,0
305056000,0
305108000,34
305155000,3
305178000,0
305211000,0
305279000,2
305286000,0
305287000,0
305288000,0
305299000,6
305313000,0
305425000,3
305426000,1
305440000,0
305445000,0
305446000,0
305502000,0
305531000,4
305540000,0
305575000,1
305597000,0
305620000,0
305655000,0
305661000,4
305733000,1
305850000,0
305929000,0
305967000,0
305983000,0
308271000,5
308688000,0
308919000,0
308924000,1
309186000,0
309998000,5
310805000,0
310850000,0
311000330,8
311000403,22
311000548,0
311000633,5
311000724,0
311000779,0
311000818,0
311001000,4
311001003,10
311001106,0
311001109,1
311001194,23
311001250,0
311001310,1
311001438,1
311001652,1
311015200,1
311027500,7
311818000,0
311947000,5
312994000,0
314180000,0
314237000,4
314258000,0
314377000,3
314397000,0
314424000,0
314549000,2
314550000,0
314605000,0
314630000,6
314656000,1
314789000,15
314811000,0
314826000,1
314982000,0
316003140,0
316015060,15
331100197,0
331184000,0
331746000,4
331983000,0
341069002,0
341412000,0
341832000,0
341988000,1
351236000,0
351588000,5
352001148,12
352001312,0
352001571,10
352001661,9
352001751,0
352001758,0
352001875,0
352001928,0
352002167,4
352002492,0
352002692,1
352002809,0
352002822,6
352002931,2
352003701,23
352004107,0
352004173,0
352004284,0
352004477,34
352004677,1
352005058,0
352146000,29
352709000,1
352871000,0
353136000,0
353323000,16
354418000,0
354540000,4
354643000,1
354744000,0
355077000,8
356388000,0
356899000,0
357214000,0
357347000,3
357544000,5
357568000,0
369215000,0
370149000,0
370251000,0
370271000,0
370424000,0
371473000,1
371753000,8
371830000,0
371950000,0
372049000,0
374007000,81
374069000,0
374956000,7
375052000,0
375354000,0
376846000,9
405000239,46
405000345,1
405000428,0
412068000,1
413490410,0
413536120,0
423543100,2
431024000,0
431573000,0
431808000,0
431989000,0
477019300,1
477194200,1
477318200,0
477321000,27
477552400,0
477867500,0
477931400,0
511100943,0
518100276,0
525008071,0
538002639,0
538002961,0
538002980,8
538003015,0
538003141,1
538003352,1
538003828,1
538004911,0
538005069,0
538005278,0
538005356,0
538005401,0
538006310,0
538006497,1
538006821,0
538006873,0
538007007,0
538007134,28
538007403,0
538007517,0
538008172,0
538008213,0
538008574,0
538009197,0
538009200,0
538009381,11
538009416,0
538010003,9
538010015,0
538010084,0
538010194,2
538010275,0
538010583,6
538010661,0
538010662,0
538010700,0
538010710,0
538010906,1
538071245,12
538090677,0
555555555,0
563043600,0
563070700,0
563076300,0
563078800,1
563113500,1
563176600,0
563196800,0
563223500,2
564011000,4
565448000,0
566071000,0
574005510,2
613467061,31
621889475,0
630001042,1
630001117,40
636013146,1
636013645,7
636014709,0
636015149,19
636015171,2
636015378,0
636015428,6
636015461,0
636015703,0
636015879,25
636015915,6
636016683,0
636017409,1
636017416,1
636017417,0
636018620,0
636018674,1
636018682,20
636018924,0
636018927,0
636018930,3
636019065,0
636019247,6
636019541,7
636019644,0
636020293,0
636020532,0
636020533,0
636020569,0
636020696,6
636020988,0
636021040,0
636021080,0
636021117,16
636021119,0
636021532,0
636021730,2
636021766,0
636021830,24
636022012,31
636022042,0
636022137,0
636022355,0
636022763,20
636023000,0
636023154,0
636023430,1
636023459,0
636023660,0
636023735,0
636023944,8
636023947,35
636024002,0
636024304,2
636024483,4
636024511,0
636024600,0
636024859,0
636092635,0
636093179,0
636093199,33
636093292,0
664288000,1
667002334,0
677064088,0
677088100,0
887233232,1
912191373,0
970015477,0
992111701,0
992111702,0
992111703,0
992111704,0
992111705,0
992111706,0
992111707,0
992111708,0
992111714,0
992111729,0
992111761,0
992111762,0
992111763,0
992111764,0
992111765,0
992111766,0
992111768,0
992111769,0
992111794,0
992111795,0
992111796,0
992111797,0
992111798,0
992111801,0
992111803,0
992111805,0
992111806,0
992111807,0
992111808,0
992111809,0
992111827,0
992111840,0
992111841,0
992111842,0
992111851,0
992111852,0
992111853,0
992111854,0
992111855,0
992111868,0
992111876,0
992111877,0
992111878,0
992111879,0
992111887,0
992111888,0
992111895,0
992111896,0
992111897,0
992111898,0
992111899,0
992111923,0
992111924,0
992111925,0
992111926,0
992111927,0
992111928,0
992111929,0
992111970,0
992111971,0
992111972,0
992111973,0
992111974,0
992111975,0
992191500,0
992191501,0
992191502,0
992191503,0
992191504,0
992191505,0
992191506,0
992191507,0
992191508,0
992191509,0
992191510,0
992191511,0
992191512,0
992191513,0
992191514,0
992191515,0
992191516,0
992191517,0
992191518,0
992191519,0
992191520,0
992191521,0
992191522,0
992191523,0
992191524,0
992191525,0
992191526,0
992191527,0
992191528,0
992191529,0
992191530,0
992191536,0
992191537,0
992191538,0
992191539,0
992196007,0
992196008,0
992196009,0
992196010,0
992196042,0
992196043,0
992196044,0
992196045,0
992446007,0
992446009,0
992446013,0
992576410,0
992576420,0
992576421,0
992576440,0
992576500,0
992576501,0
992576502,0
992576503,0
992576504,0
992576505,0
992576506,0
992576507,0
992651001,0
992651002,0
992651003,0
992651004,0
992651005,0
992651006,0
992651010,0
992651011,0
992651012,0
992651013,0
992651014,0
992651016,0
992651019,0
992651027,0
992651028,0
992651042,0
992651058,0
992651059,0
992651060,0
992651061,0
992651062,0
992651063,0
992654040,0
995750012,0
995750020,0
995750021,0
